Numero di conferimento;Data del prelievo;Data di conferimento/accettazione;Data di registrazione;Data Carico Analisi;Data Inizio Analisi;Data Fine Analisi;Data ultimo Rdp emesso;Nr. di campioni accettati;Totale esami eseguiti;Anno di accettazione;Trimestre di registrazione;Mese di registrazione;Anno di registrazione;Trimestre di accettazione;Mese di accettazione;Anno di prelievo;Trimestre di prelievo;Mese di prelievo
22764;24/01/2012 00.00.00;25/01/2012 00.00.00;26/01/2012 00.00.00;;31/01/2012 00.00.00;31/01/2012 00.00.00;31/01/2012 00.00.00;1;1;2012;1;1;2012;1;1;2012;1;1
23841;26/01/2012 00.00.00;27/01/2012 00.00.00;27/01/2012 00.00.00;;31/01/2012 00.00.00;31/01/2012 00.00.00;02/02/2012 00.00.00;6;6;2012;1;1;2012;1;1;2012;1;1
23845;26/01/2012 00.00.00;27/01/2012 00.00.00;27/01/2012 00.00.00;;31/01/2012 00.00.00;31/01/2012 00.00.00;02/02/2012 00.00.00;1;1;2012;1;1;2012;1;1;2012;1;1
23849;26/01/2012 00.00.00;27/01/2012 00.00.00;27/01/2012 00.00.00;;31/01/2012 00.00.00;31/01/2012 00.00.00;02/02/2012 00.00.00;1;1;2012;1;1;2012;1;1;2012;1;1
23852;26/01/2012 00.00.00;27/01/2012 00.00.00;27/01/2012 00.00.00;;31/01/2012 00.00.00;31/01/2012 00.00.00;02/02/2012 00.00.00;3;3;2012;1;1;2012;1;1;2012;1;1
26219;30/01/2012 00.00.00;31/01/2012 00.00.00;31/01/2012 00.00.00;;02/02/2012 00.00.00;02/02/2012 00.00.00;06/02/2012 00.00.00;7;7;2012;1;1;2012;1;1;2012;1;1
26476;27/01/2012 00.00.00;31/01/2012 00.00.00;31/01/2012 00.00.00;;02/02/2012 00.00.00;02/02/2012 00.00.00;06/02/2012 00.00.00;5;5;2012;1;1;2012;1;1;2012;1;1
26490;30/01/2012 00.00.00;31/01/2012 00.00.00;31/01/2012 00.00.00;;02/02/2012 00.00.00;02/02/2012 00.00.00;06/02/2012 00.00.00;1;1;2012;1;1;2012;1;1;2012;1;1
26513;30/01/2012 00.00.00;31/01/2012 00.00.00;31/01/2012 00.00.00;;02/02/2012 00.00.00;02/02/2012 00.00.00;06/02/2012 00.00.00;6;6;2012;1;1;2012;1;1;2012;1;1
26532;30/01/2012 00.00.00;31/01/2012 00.00.00;31/01/2012 00.00.00;;02/02/2012 00.00.00;02/02/2012 00.00.00;06/02/2012 00.00.00;4;4;2012;1;1;2012;1;1;2012;1;1
26539;30/01/2012 00.00.00;31/01/2012 00.00.00;31/01/2012 00.00.00;;02/02/2012 00.00.00;02/02/2012 00.00.00;06/02/2012 00.00.00;2;2;2012;1;1;2012;1;1;2012;1;1
26550;30/01/2012 00.00.00;31/01/2012 00.00.00;31/01/2012 00.00.00;;02/02/2012 00.00.00;02/02/2012 00.00.00;06/02/2012 00.00.00;2;2;2012;1;1;2012;1;1;2012;1;1
27946;31/01/2012 00.00.00;01/02/2012 00.00.00;02/02/2012 00.00.00;;07/02/2012 00.00.00;07/02/2012 00.00.00;07/02/2012 00.00.00;6;6;2012;1;2;2012;1;2;2012;1;1
27952;30/01/2012 00.00.00;01/02/2012 00.00.00;02/02/2012 00.00.00;;07/02/2012 00.00.00;07/02/2012 00.00.00;07/02/2012 00.00.00;1;1;2012;1;2;2012;1;2;2012;1;1
27955;31/01/2012 00.00.00;01/02/2012 00.00.00;02/02/2012 00.00.00;;07/02/2012 00.00.00;07/02/2012 00.00.00;07/02/2012 00.00.00;5;5;2012;1;2;2012;1;2;2012;1;1
27958;31/01/2012 00.00.00;01/02/2012 00.00.00;02/02/2012 00.00.00;;07/02/2012 00.00.00;07/02/2012 00.00.00;07/02/2012 00.00.00;3;3;2012;1;2;2012;1;2;2012;1;1
29230;03/02/2012 00.00.00;03/02/2012 00.00.00;03/02/2012 00.00.00;;07/02/2012 00.00.00;07/02/2012 00.00.00;09/02/2012 00.00.00;4;4;2012;1;2;2012;1;2;2012;1;2
29250;03/02/2012 00.00.00;03/02/2012 00.00.00;03/02/2012 00.00.00;;07/02/2012 00.00.00;07/02/2012 00.00.00;09/02/2012 00.00.00;1;1;2012;1;2;2012;1;2;2012;1;2
29592;03/02/2012 00.00.00;03/02/2012 00.00.00;06/02/2012 00.00.00;;07/02/2012 00.00.00;07/02/2012 00.00.00;09/02/2012 00.00.00;2;2;2012;1;2;2012;1;2;2012;1;2
30292;03/02/2012 00.00.00;06/02/2012 00.00.00;06/02/2012 00.00.00;;09/02/2012 00.00.00;09/02/2012 00.00.00;11/02/2012 00.00.00;1;1;2012;1;2;2012;1;2;2012;1;2
30300;03/02/2012 00.00.00;06/02/2012 00.00.00;06/02/2012 00.00.00;;09/02/2012 00.00.00;09/02/2012 00.00.00;11/02/2012 00.00.00;1;1;2012;1;2;2012;1;2;2012;1;2
31542;06/02/2012 00.00.00;07/02/2012 00.00.00;07/02/2012 00.00.00;;09/02/2012 00.00.00;09/02/2012 00.00.00;11/02/2012 00.00.00;5;5;2012;1;2;2012;1;2;2012;1;2
31543;06/02/2012 00.00.00;07/02/2012 00.00.00;07/02/2012 00.00.00;;09/02/2012 00.00.00;09/02/2012 00.00.00;22/02/2012 00.00.00;1;1;2012;1;2;2012;1;2;2012;1;2
31544;07/02/2012 00.00.00;07/02/2012 00.00.00;07/02/2012 00.00.00;;09/02/2012 00.00.00;09/02/2012 00.00.00;11/02/2012 00.00.00;3;3;2012;1;2;2012;1;2;2012;1;2
31545;06/02/2012 00.00.00;07/02/2012 00.00.00;07/02/2012 00.00.00;;09/02/2012 00.00.00;09/02/2012 00.00.00;11/02/2012 00.00.00;2;2;2012;1;2;2012;1;2;2012;1;2
32458;06/02/2012 00.00.00;08/02/2012 00.00.00;08/02/2012 00.00.00;;14/02/2012 00.00.00;14/02/2012 00.00.00;14/02/2012 00.00.00;5;5;2012;1;2;2012;1;2;2012;1;2
33032;07/02/2012 00.00.00;08/02/2012 00.00.00;09/02/2012 00.00.00;;14/02/2012 00.00.00;14/02/2012 00.00.00;14/02/2012 00.00.00;1;1;2012;1;2;2012;1;2;2012;1;2
33038;07/02/2012 00.00.00;08/02/2012 00.00.00;09/02/2012 00.00.00;;14/02/2012 00.00.00;14/02/2012 00.00.00;14/02/2012 00.00.00;3;3;2012;1;2;2012;1;2;2012;1;2
33044;07/02/2012 00.00.00;08/02/2012 00.00.00;09/02/2012 00.00.00;;14/02/2012 00.00.00;14/02/2012 00.00.00;14/02/2012 00.00.00;3;3;2012;1;2;2012;1;2;2012;1;2
33052;07/02/2012 00.00.00;08/02/2012 00.00.00;09/02/2012 00.00.00;;14/02/2012 00.00.00;14/02/2012 00.00.00;14/02/2012 00.00.00;4;4;2012;1;2;2012;1;2;2012;1;2
34801;09/02/2012 00.00.00;10/02/2012 00.00.00;13/02/2012 00.00.00;;14/02/2012 00.00.00;14/02/2012 00.00.00;27/02/2012 00.00.00;28;28;2012;1;2;2012;1;2;2012;1;2
35099;09/02/2012 00.00.00;10/02/2012 00.00.00;13/02/2012 00.00.00;;14/02/2012 00.00.00;14/02/2012 00.00.00;16/02/2012 00.00.00;3;3;2012;1;2;2012;1;2;2012;1;2
35101;10/02/2012 00.00.00;10/02/2012 00.00.00;13/02/2012 00.00.00;;14/02/2012 00.00.00;14/02/2012 00.00.00;16/02/2012 00.00.00;4;4;2012;1;2;2012;1;2;2012;1;2
35103;09/02/2012 00.00.00;10/02/2012 00.00.00;13/02/2012 00.00.00;;14/02/2012 00.00.00;14/02/2012 00.00.00;16/02/2012 00.00.00;1;1;2012;1;2;2012;1;2;2012;1;2
35104;09/02/2012 00.00.00;10/02/2012 00.00.00;13/02/2012 00.00.00;;14/02/2012 00.00.00;14/02/2012 00.00.00;17/02/2012 00.00.00;5;5;2012;1;2;2012;1;2;2012;1;2
35107;09/02/2012 00.00.00;10/02/2012 00.00.00;13/02/2012 00.00.00;;14/02/2012 00.00.00;14/02/2012 00.00.00;16/02/2012 00.00.00;21;21;2012;1;2;2012;1;2;2012;1;2
37124;13/02/2012 00.00.00;15/02/2012 00.00.00;15/02/2012 00.00.00;;16/02/2012 00.00.00;16/02/2012 00.00.00;20/02/2012 00.00.00;2;2;2012;1;2;2012;1;2;2012;1;2
37131;10/02/2012 00.00.00;14/02/2012 00.00.00;15/02/2012 00.00.00;;16/02/2012 00.00.00;16/02/2012 00.00.00;20/02/2012 00.00.00;1;1;2012;1;2;2012;1;2;2012;1;2
37142;10/02/2012 00.00.00;14/02/2012 00.00.00;15/02/2012 00.00.00;;16/02/2012 00.00.00;16/02/2012 00.00.00;20/02/2012 00.00.00;1;1;2012;1;2;2012;1;2;2012;1;2
38101;14/02/2012 00.00.00;15/02/2012 00.00.00;16/02/2012 00.00.00;;21/02/2012 00.00.00;21/02/2012 00.00.00;22/02/2012 00.00.00;98;98;2012;1;2;2012;1;2;2012;1;2
38350;15/02/2012 00.00.00;15/02/2012 00.00.00;16/02/2012 00.00.00;;21/02/2012 00.00.00;21/02/2012 00.00.00;21/02/2012 00.00.00;2;2;2012;1;2;2012;1;2;2012;1;2
38356;14/02/2012 00.00.00;15/02/2012 00.00.00;16/02/2012 00.00.00;;21/02/2012 00.00.00;21/02/2012 00.00.00;21/02/2012 00.00.00;1;1;2012;1;2;2012;1;2;2012;1;2
38374;15/02/2012 00.00.00;15/02/2012 00.00.00;16/02/2012 00.00.00;;21/02/2012 00.00.00;21/02/2012 00.00.00;21/02/2012 00.00.00;5;5;2012;1;2;2012;1;2;2012;1;2
38384;13/02/2012 00.00.00;15/02/2012 00.00.00;16/02/2012 00.00.00;;21/02/2012 00.00.00;21/02/2012 00.00.00;21/02/2012 00.00.00;1;1;2012;1;2;2012;1;2;2012;1;2
40430;16/02/2012 00.00.00;17/02/2012 00.00.00;20/02/2012 00.00.00;;21/02/2012 00.00.00;21/02/2012 00.00.00;23/02/2012 00.00.00;1;1;2012;1;2;2012;1;2;2012;1;2
44697;21/02/2012 00.00.00;22/02/2012 00.00.00;23/02/2012 00.00.00;;28/02/2012 00.00.00;28/02/2012 00.00.00;28/02/2012 00.00.00;10;10;2012;1;2;2012;1;2;2012;1;2
44702;21/02/2012 00.00.00;22/02/2012 00.00.00;23/02/2012 00.00.00;;28/02/2012 00.00.00;28/02/2012 00.00.00;28/02/2012 00.00.00;4;4;2012;1;2;2012;1;2;2012;1;2
44707;21/02/2012 00.00.00;22/02/2012 00.00.00;23/02/2012 00.00.00;;28/02/2012 00.00.00;28/02/2012 00.00.00;28/02/2012 00.00.00;1;1;2012;1;2;2012;1;2;2012;1;2
326670;28/12/2010 00.00.00;29/12/2010 00.00.00;30/12/2010 00.00.00;;04/01/2011 00.00.00;04/01/2011 00.00.00;04/01/2011 00.00.00;1;1;2010;4;12;2010;4;12;2010;4;12
326673;28/12/2010 00.00.00;29/12/2010 00.00.00;30/12/2010 00.00.00;;04/01/2011 00.00.00;04/01/2011 00.00.00;04/01/2011 00.00.00;1;1;2010;4;12;2010;4;12;2010;4;12
328223;28/12/2010 00.00.00;31/12/2010 00.00.00;31/12/2010 00.00.00;;04/01/2011 00.00.00;04/01/2011 00.00.00;07/01/2011 00.00.00;6;6;2010;4;12;2010;4;12;2010;4;12
328228;30/12/2010 00.00.00;31/12/2010 00.00.00;31/12/2010 00.00.00;;04/01/2011 00.00.00;04/01/2011 00.00.00;07/01/2011 00.00.00;1;1;2010;4;12;2010;4;12;2010;4;12
328231;30/12/2010 00.00.00;31/12/2010 00.00.00;31/12/2010 00.00.00;;04/01/2011 00.00.00;04/01/2011 00.00.00;07/01/2011 00.00.00;1;1;2010;4;12;2010;4;12;2010;4;12
328235;28/12/2010 00.00.00;31/12/2010 00.00.00;31/12/2010 00.00.00;;04/01/2011 00.00.00;04/01/2011 00.00.00;07/01/2011 00.00.00;4;4;2010;4;12;2010;4;12;2010;4;12
328238;28/12/2010 00.00.00;31/12/2010 00.00.00;31/12/2010 00.00.00;;04/01/2011 00.00.00;04/01/2011 00.00.00;11/01/2011 00.00.00;18;18;2010;4;12;2010;4;12;2010;4;12
47230;24/02/2012 00.00.00;24/02/2012 00.00.00;27/02/2012 00.00.00;;28/02/2012 00.00.00;28/02/2012 00.00.00;01/03/2012 00.00.00;9;9;2012;1;2;2012;1;2;2012;1;2
47235;23/02/2012 00.00.00;24/02/2012 00.00.00;27/02/2012 00.00.00;;28/02/2012 00.00.00;28/02/2012 00.00.00;01/03/2012 00.00.00;3;3;2012;1;2;2012;1;2;2012;1;2
47239;24/02/2012 00.00.00;24/02/2012 00.00.00;27/02/2012 00.00.00;;28/02/2012 00.00.00;28/02/2012 00.00.00;01/03/2012 00.00.00;2;2;2012;1;2;2012;1;2;2012;1;2
47244;24/02/2012 00.00.00;24/02/2012 00.00.00;27/02/2012 00.00.00;;28/02/2012 00.00.00;28/02/2012 00.00.00;01/03/2012 00.00.00;1;1;2012;1;2;2012;1;2;2012;1;2
47248;23/02/2012 00.00.00;24/02/2012 00.00.00;27/02/2012 00.00.00;;28/02/2012 00.00.00;28/02/2012 00.00.00;01/03/2012 00.00.00;3;3;2012;1;2;2012;1;2;2012;1;2
47254;22/02/2012 00.00.00;24/02/2012 00.00.00;27/02/2012 00.00.00;;28/02/2012 00.00.00;28/02/2012 00.00.00;01/03/2012 00.00.00;1;1;2012;1;2;2012;1;2;2012;1;2
47257;23/02/2012 00.00.00;24/02/2012 00.00.00;27/02/2012 00.00.00;;28/02/2012 00.00.00;28/02/2012 00.00.00;01/03/2012 00.00.00;1;1;2012;1;2;2012;1;2;2012;1;2
47259;22/02/2012 00.00.00;24/02/2012 00.00.00;27/02/2012 00.00.00;;28/02/2012 00.00.00;28/02/2012 00.00.00;01/03/2012 00.00.00;1;1;2012;1;2;2012;1;2;2012;1;2
1068;03/01/2011 00.00.00;04/01/2011 00.00.00;04/01/2011 00.00.00;;07/01/2011 00.00.00;07/01/2011 00.00.00;10/01/2011 00.00.00;3;3;2011;1;1;2011;1;1;2011;1;1
1076;04/01/2011 00.00.00;04/01/2011 00.00.00;04/01/2011 00.00.00;;07/01/2011 00.00.00;07/01/2011 00.00.00;10/01/2011 00.00.00;2;2;2011;1;1;2011;1;1;2011;1;1
1357;04/01/2011 00.00.00;04/01/2011 00.00.00;04/01/2011 00.00.00;;07/01/2011 00.00.00;07/01/2011 00.00.00;10/01/2011 00.00.00;1;1;2011;1;1;2011;1;1;2011;1;1
1361;03/01/2011 00.00.00;04/01/2011 00.00.00;04/01/2011 00.00.00;;07/01/2011 00.00.00;07/01/2011 00.00.00;10/01/2011 00.00.00;1;1;2011;1;1;2011;1;1;2011;1;1
2663;03/01/2011 00.00.00;05/01/2011 00.00.00;05/01/2011 00.00.00;;11/01/2011 00.00.00;11/01/2011 00.00.00;11/01/2011 00.00.00;4;4;2011;1;1;2011;1;1;2011;1;1
3113;04/01/2011 00.00.00;05/01/2011 00.00.00;07/01/2011 00.00.00;;11/01/2011 00.00.00;11/01/2011 00.00.00;11/01/2011 00.00.00;1;1;2011;1;1;2011;1;1;2011;1;1
3117;04/01/2011 00.00.00;05/01/2011 00.00.00;07/01/2011 00.00.00;;11/01/2011 00.00.00;11/01/2011 00.00.00;11/01/2011 00.00.00;1;1;2011;1;1;2011;1;1;2011;1;1
3124;04/01/2011 00.00.00;05/01/2011 00.00.00;07/01/2011 00.00.00;;11/01/2011 00.00.00;11/01/2011 00.00.00;11/01/2011 00.00.00;1;1;2011;1;1;2011;1;1;2011;1;1
3128;04/01/2011 00.00.00;05/01/2011 00.00.00;07/01/2011 00.00.00;;11/01/2011 00.00.00;11/01/2011 00.00.00;11/01/2011 00.00.00;2;2;2011;1;1;2011;1;1;2011;1;1
50276;29/02/2012 00.00.00;29/02/2012 00.00.00;29/02/2012 00.00.00;;01/03/2012 00.00.00;01/03/2012 00.00.00;05/03/2012 00.00.00;2;2;2012;1;2;2012;1;2;2012;1;2
50279;27/02/2012 00.00.00;29/02/2012 00.00.00;29/02/2012 00.00.00;;01/03/2012 00.00.00;01/03/2012 00.00.00;05/03/2012 00.00.00;1;1;2012;1;2;2012;1;2;2012;1;2
51092;28/02/2012 00.00.00;29/02/2012 00.00.00;29/02/2012 00.00.00;;06/03/2012 00.00.00;06/03/2012 00.00.00;06/03/2012 00.00.00;2;2;2012;1;2;2012;1;2;2012;1;2
51096;28/02/2012 00.00.00;29/02/2012 00.00.00;29/02/2012 00.00.00;;06/03/2012 00.00.00;06/03/2012 00.00.00;06/03/2012 00.00.00;1;1;2012;1;2;2012;1;2;2012;1;2
51101;27/02/2012 00.00.00;29/02/2012 00.00.00;29/02/2012 00.00.00;;06/03/2012 00.00.00;06/03/2012 00.00.00;06/03/2012 00.00.00;1;1;2012;1;2;2012;1;2;2012;1;2
51105;28/02/2012 00.00.00;29/02/2012 00.00.00;29/02/2012 00.00.00;;06/03/2012 00.00.00;06/03/2012 00.00.00;06/03/2012 00.00.00;1;1;2012;1;2;2012;1;2;2012;1;2
51109;28/02/2012 00.00.00;29/02/2012 00.00.00;29/02/2012 00.00.00;;06/03/2012 00.00.00;06/03/2012 00.00.00;06/03/2012 00.00.00;2;2;2012;1;2;2012;1;2;2012;1;2
53717;29/02/2012 00.00.00;02/03/2012 00.00.00;02/03/2012 00.00.00;;06/03/2012 00.00.00;06/03/2012 00.00.00;08/03/2012 00.00.00;1;1;2012;1;3;2012;1;3;2012;1;2
53723;01/03/2012 00.00.00;02/03/2012 00.00.00;02/03/2012 00.00.00;;06/03/2012 00.00.00;06/03/2012 00.00.00;08/03/2012 00.00.00;2;2;2012;1;3;2012;1;3;2012;1;3
53724;28/02/2012 00.00.00;02/03/2012 00.00.00;02/03/2012 00.00.00;;06/03/2012 00.00.00;06/03/2012 00.00.00;08/03/2012 00.00.00;2;2;2012;1;3;2012;1;3;2012;1;2
53726;01/03/2012 00.00.00;02/03/2012 00.00.00;02/03/2012 00.00.00;;06/03/2012 00.00.00;06/03/2012 00.00.00;08/03/2012 00.00.00;1;1;2012;1;3;2012;1;3;2012;1;3
6958;10/01/2011 00.00.00;11/01/2011 00.00.00;12/01/2011 00.00.00;;13/01/2011 00.00.00;13/01/2011 00.00.00;17/01/2011 00.00.00;1;1;2011;1;1;2011;1;1;2011;1;1
6959;10/01/2011 00.00.00;11/01/2011 00.00.00;12/01/2011 00.00.00;;13/01/2011 00.00.00;13/01/2011 00.00.00;17/01/2011 00.00.00;2;2;2011;1;1;2011;1;1;2011;1;1
6964;10/01/2011 00.00.00;11/01/2011 00.00.00;12/01/2011 00.00.00;;13/01/2011 00.00.00;13/01/2011 00.00.00;17/01/2011 00.00.00;1;1;2011;1;1;2011;1;1;2011;1;1
6968;10/01/2011 00.00.00;11/01/2011 00.00.00;12/01/2011 00.00.00;;13/01/2011 00.00.00;13/01/2011 00.00.00;17/01/2011 00.00.00;1;1;2011;1;1;2011;1;1;2011;1;1
6971;10/01/2011 00.00.00;11/01/2011 00.00.00;12/01/2011 00.00.00;;13/01/2011 00.00.00;13/01/2011 00.00.00;17/01/2011 00.00.00;1;1;2011;1;1;2011;1;1;2011;1;1
6977;10/01/2011 00.00.00;11/01/2011 00.00.00;12/01/2011 00.00.00;;13/01/2011 00.00.00;13/01/2011 00.00.00;17/01/2011 00.00.00;2;2;2011;1;1;2011;1;1;2011;1;1
7000;11/01/2011 00.00.00;11/01/2011 00.00.00;12/01/2011 00.00.00;;13/01/2011 00.00.00;13/01/2011 00.00.00;17/01/2011 00.00.00;1;1;2011;1;1;2011;1;1;2011;1;1
7007;07/01/2011 00.00.00;11/01/2011 00.00.00;12/01/2011 00.00.00;;13/01/2011 00.00.00;13/01/2011 00.00.00;17/01/2011 00.00.00;1;1;2011;1;1;2011;1;1;2011;1;1
7011;10/01/2011 00.00.00;11/01/2011 00.00.00;12/01/2011 00.00.00;;13/01/2011 00.00.00;13/01/2011 00.00.00;17/01/2011 00.00.00;4;4;2011;1;1;2011;1;1;2011;1;1
7021;10/01/2011 00.00.00;11/01/2011 00.00.00;12/01/2011 00.00.00;;13/01/2011 00.00.00;13/01/2011 00.00.00;17/01/2011 00.00.00;2;2;2011;1;1;2011;1;1;2011;1;1
7024;11/01/2011 00.00.00;11/01/2011 00.00.00;12/01/2011 00.00.00;;13/01/2011 00.00.00;13/01/2011 00.00.00;17/01/2011 00.00.00;1;1;2011;1;1;2011;1;1;2011;1;1
7027;11/01/2011 00.00.00;11/01/2011 00.00.00;12/01/2011 00.00.00;;13/01/2011 00.00.00;13/01/2011 00.00.00;17/01/2011 00.00.00;1;1;2011;1;1;2011;1;1;2011;1;1
57061;05/03/2012 00.00.00;06/03/2012 00.00.00;07/03/2012 00.00.00;;08/03/2012 00.00.00;08/03/2012 00.00.00;12/03/2012 00.00.00;1;1;2012;1;3;2012;1;3;2012;1;3
57065;05/03/2012 00.00.00;06/03/2012 00.00.00;07/03/2012 00.00.00;;08/03/2012 00.00.00;08/03/2012 00.00.00;12/03/2012 00.00.00;6;6;2012;1;3;2012;1;3;2012;1;3
57068;02/03/2012 00.00.00;06/03/2012 00.00.00;07/03/2012 00.00.00;;08/03/2012 00.00.00;08/03/2012 00.00.00;12/03/2012 00.00.00;1;1;2012;1;3;2012;1;3;2012;1;3
57073;05/03/2012 00.00.00;06/03/2012 00.00.00;07/03/2012 00.00.00;;08/03/2012 00.00.00;08/03/2012 00.00.00;12/03/2012 00.00.00;1;1;2012;1;3;2012;1;3;2012;1;3
57079;05/03/2012 00.00.00;06/03/2012 00.00.00;07/03/2012 00.00.00;;08/03/2012 00.00.00;08/03/2012 00.00.00;12/03/2012 00.00.00;1;1;2012;1;3;2012;1;3;2012;1;3
57088;05/03/2012 00.00.00;06/03/2012 00.00.00;07/03/2012 00.00.00;;08/03/2012 00.00.00;08/03/2012 00.00.00;12/03/2012 00.00.00;1;1;2012;1;3;2012;1;3;2012;1;3
57094;05/03/2012 00.00.00;06/03/2012 00.00.00;07/03/2012 00.00.00;;08/03/2012 00.00.00;08/03/2012 00.00.00;12/03/2012 00.00.00;3;3;2012;1;3;2012;1;3;2012;1;3
57102;05/03/2012 00.00.00;06/03/2012 00.00.00;07/03/2012 00.00.00;;08/03/2012 00.00.00;08/03/2012 00.00.00;12/03/2012 00.00.00;1;1;2012;1;3;2012;1;3;2012;1;3
57108;05/03/2012 00.00.00;06/03/2012 00.00.00;07/03/2012 00.00.00;;08/03/2012 00.00.00;08/03/2012 00.00.00;12/03/2012 00.00.00;1;1;2012;1;3;2012;1;3;2012;1;3
57111;06/03/2012 00.00.00;06/03/2012 00.00.00;07/03/2012 00.00.00;;08/03/2012 00.00.00;08/03/2012 00.00.00;12/03/2012 00.00.00;1;1;2012;1;3;2012;1;3;2012;1;3
8006;11/01/2011 00.00.00;12/01/2011 00.00.00;13/01/2011 00.00.00;;18/01/2011 00.00.00;18/01/2011 00.00.00;18/01/2011 00.00.00;1;1;2011;1;1;2011;1;1;2011;1;1
8101;11/01/2011 00.00.00;12/01/2011 00.00.00;13/01/2011 00.00.00;;18/01/2011 00.00.00;18/01/2011 00.00.00;18/01/2011 00.00.00;3;3;2011;1;1;2011;1;1;2011;1;1
8115;11/01/2011 00.00.00;12/01/2011 00.00.00;13/01/2011 00.00.00;;18/01/2011 00.00.00;18/01/2011 00.00.00;18/01/2011 00.00.00;1;1;2011;1;1;2011;1;1;2011;1;1
8120;11/01/2011 00.00.00;12/01/2011 00.00.00;13/01/2011 00.00.00;;18/01/2011 00.00.00;18/01/2011 00.00.00;18/01/2011 00.00.00;1;1;2011;1;1;2011;1;1;2011;1;1
60049;06/03/2012 00.00.00;07/03/2012 00.00.00;08/03/2012 00.00.00;;13/03/2012 00.00.00;13/03/2012 00.00.00;13/03/2012 00.00.00;2;2;2012;1;3;2012;1;3;2012;1;3
60054;06/03/2012 00.00.00;07/03/2012 00.00.00;08/03/2012 00.00.00;;13/03/2012 00.00.00;13/03/2012 00.00.00;13/03/2012 00.00.00;3;3;2012;1;3;2012;1;3;2012;1;3
60058;06/03/2012 00.00.00;07/03/2012 00.00.00;08/03/2012 00.00.00;;13/03/2012 00.00.00;13/03/2012 00.00.00;13/03/2012 00.00.00;8;8;2012;1;3;2012;1;3;2012;1;3
60067;06/03/2012 00.00.00;07/03/2012 00.00.00;08/03/2012 00.00.00;;13/03/2012 00.00.00;13/03/2012 00.00.00;13/03/2012 00.00.00;11;11;2012;1;3;2012;1;3;2012;1;3
60098;06/03/2012 00.00.00;07/03/2012 00.00.00;08/03/2012 00.00.00;;13/03/2012 00.00.00;13/03/2012 00.00.00;13/03/2012 00.00.00;2;2;2012;1;3;2012;1;3;2012;1;3
9004;13/01/2011 00.00.00;14/01/2011 00.00.00;14/01/2011 00.00.00;;18/01/2011 00.00.00;18/01/2011 00.00.00;18/01/2011 00.00.00;1;1;2011;1;1;2011;1;1;2011;1;1
60102;06/03/2012 00.00.00;07/03/2012 00.00.00;08/03/2012 00.00.00;;13/03/2012 00.00.00;13/03/2012 00.00.00;13/03/2012 00.00.00;9;9;2012;1;3;2012;1;3;2012;1;3
60104;07/03/2012 00.00.00;07/03/2012 00.00.00;08/03/2012 00.00.00;;13/03/2012 00.00.00;13/03/2012 00.00.00;13/03/2012 00.00.00;1;1;2012;1;3;2012;1;3;2012;1;3
60120;08/03/2012 00.00.00;08/03/2012 00.00.00;08/03/2012 00.00.00;;13/03/2012 00.00.00;13/03/2012 00.00.00;13/03/2012 00.00.00;1;1;2012;1;3;2012;1;3;2012;1;3
61506;08/03/2012 00.00.00;09/03/2012 00.00.00;09/03/2012 00.00.00;;13/03/2012 00.00.00;13/03/2012 00.00.00;15/03/2012 00.00.00;1;1;2012;1;3;2012;1;3;2012;1;3
10388;12/01/2011 00.00.00;14/01/2011 00.00.00;17/01/2011 00.00.00;;18/01/2011 00.00.00;18/01/2011 00.00.00;20/01/2011 00.00.00;2;2;2011;1;1;2011;1;1;2011;1;1
10394;14/01/2011 00.00.00;14/01/2011 00.00.00;17/01/2011 00.00.00;;18/01/2011 00.00.00;18/01/2011 00.00.00;20/01/2011 00.00.00;2;2;2011;1;1;2011;1;1;2011;1;1
10399;13/01/2011 00.00.00;14/01/2011 00.00.00;17/01/2011 00.00.00;;18/01/2011 00.00.00;18/01/2011 00.00.00;20/01/2011 00.00.00;1;1;2011;1;1;2011;1;1;2011;1;1
10402;12/01/2011 00.00.00;14/01/2011 00.00.00;17/01/2011 00.00.00;;18/01/2011 00.00.00;18/01/2011 00.00.00;24/01/2011 00.00.00;1;1;2011;1;1;2011;1;1;2011;1;1
10406;14/01/2011 00.00.00;14/01/2011 00.00.00;17/01/2011 00.00.00;;18/01/2011 00.00.00;18/01/2011 00.00.00;24/01/2011 00.00.00;1;1;2011;1;1;2011;1;1;2011;1;1
10409;13/01/2011 00.00.00;14/01/2011 00.00.00;17/01/2011 00.00.00;;18/01/2011 00.00.00;18/01/2011 00.00.00;20/01/2011 00.00.00;2;2;2011;1;1;2011;1;1;2011;1;1
10414;13/01/2011 00.00.00;14/01/2011 00.00.00;17/01/2011 00.00.00;;18/01/2011 00.00.00;18/01/2011 00.00.00;20/01/2011 00.00.00;1;1;2011;1;1;2011;1;1;2011;1;1
10424;14/01/2011 00.00.00;14/01/2011 00.00.00;17/01/2011 00.00.00;;18/01/2011 00.00.00;18/01/2011 00.00.00;20/01/2011 00.00.00;2;2;2011;1;1;2011;1;1;2011;1;1
10475;14/01/2011 00.00.00;14/01/2011 00.00.00;17/01/2011 00.00.00;;18/01/2011 00.00.00;18/01/2011 00.00.00;27/01/2011 00.00.00;11;11;2011;1;1;2011;1;1;2011;1;1
10498;11/01/2011 00.00.00;14/01/2011 00.00.00;17/01/2011 00.00.00;;18/01/2011 00.00.00;18/01/2011 00.00.00;27/01/2011 00.00.00;3;3;2011;1;1;2011;1;1;2011;1;1
